Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,(+/-) Ganancia (pérdida),(+/-) Ajustes por gastos por impuestos a las ganancias,( + ) Ajustes por gastos de depreciación y amortización,(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo,(+) Ajustes por provisiones,(+) Ajustes por costos financieros,(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas,(+/-) Ajustes por pérdidas (ganancias) del valor razonable,(-) Ajustes por ganancias no distribuidas de asociadas,(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes,(+/-) Otros ajustes para conciliar la ganancia (pérdida),Total ajustes para conciliar la ganancia (pérdida),(+/-) Ajustes por disminuciones (incrementos) en los inventarios,(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial,(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación,(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial,(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,(+) Otros cobros por la venta de participaciones en negocios conjuntos,(-) Otros pagos para adquirir participaciones en negocios conjuntos,"(+) Importes procedentes de la venta de propiedades, planta y equipo","(-) Compras de propiedades, planta y equipo",(+) Importes procedentes de ventas de activos intangibles,(-) Compras de activos intangibles,(+) Recursos por ventas de otros activos a largo plazo,(-) Compras de otros activos a largo plazo,(-) Anticipos de efectivo y préstamos concedidos a terceros,(+) Cobros procedentes del reembolso de anticipos  y préstamos concedidos a terceros,"(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera","(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",(+) Dividendos recibidos,(+) Intereses recibidos,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,(+) Importes procedentes de aumento de capital y/o recolocación de acciones,(-) Disminución de capital social y/o readquisición de acciones,(-) Pagos por otras participaciones en el patrimonio,(+) Importe procedente del aumento prima por emisión,(-) Disminución de prima por emisión,(+) Importes procedentes de préstamos,(-) Reembolsos de préstamos,(-) Pagos de pasivos por arrendamientos financieros,(-) Dividendos pagados,(-) Intereses pagados,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,Incremento (disminución) neto de efectivo y equivalentes al efectivo,Efectivo y equivalentes al efectivo al principio del periodo,Efectivo y equivalentes al efectivo al final del periodo
160005,900693655,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1390640,1594780,5850681,3258071,,,,-65155,,-28616,-101520,10508241,,-10006559,17071077,1219176,6370834,-1390144,22381985,1666259,15500147,,,,,64577,177630,,3221786,,,,,,,,,,-17168727,2296400,,,20385108,,,20453488,,6801002,,,-4572982,640276,,640276,1917282,2557558
160040,800027501,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1088978,596479,1153585,,,,,,,,-28198,1721866,74015,579879,-1070114,-336330,-1155078,,903216,,,,,,,,372536,,,,,,,,,,,,-372536,,,,,,,,,600000,,,-600000,-69320,,-69320,125115,55795
160058,900190264,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2614966,199793,1021,,,,,,,,,200814,,-1918617,-4731020,1480679,7006886,,4653708,,,,,,,,3500,,,,,,,,,,,-38915981,-38919481,,,,,,,,,,,34465753,34465753,199980,,199980,80774,280754
160093,860033419,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5656490,,359267,,102578,,-27390,135862,497099,,,73218,-6252882,5785073,,2468932,224162,-5765546,2189447,,,,,,,,75594,,,,,,,,,,,19781,-55813,,,,,,,6701461,,,,,-6701461,-4567827,,-4567827,18122709,13554882
160097,900210124,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1137566,0,-4363,0,0,0,0,0,1272332,0,0,-1276695,526721,-53825,-1735929,-187392,1896877,0,307323,0,0,0,168031,0,0,122100,0,0,0,0,0,0,0,0,0,0,0,0,-45931,0,0,0,0,0,0,52852,0,0,0,0,-52852,208540,0,208540,110527,319067
160099,900773129,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,121899,2854,,,,,,,,,-145947,-143093,,,,10,1851,-3666,-22999,,,,,,,,,,,,,,,,,,,20691,20691,,,,,,,,,386000,,,-386000,-388308,,-388308,755644,367336
160119,900464622,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1871322,-238299,,,,,,,-144799,,,-93500,,24823,-7394037,-310587,5074377,-38996,-866598,,,,,,,,,,,,125362,,,,,,,,-125362,,,,,,,,,,,,,-991960,,-991960,1014082,22122
160126,900590016,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,26302,,,,,,,,,,,,,-302906,-39923,33227,-144309,554,-427055,,,,,,,,,,,,,,,,,,,,,,,,,,328458,,,,,26541,354999,-72056,,-72056,242286,170230
160157,900280718,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,150879,,,,,,,,,,-217006,-217006,,69373,,5297,-1502,,7041,,,,,,,,,,,,,7041,,,,,,,-7041,,,,,,,,,,,,,0,,0,170,170
160170,800151407,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,141626,197055,6155,0,0,0,0,0,0,0,0,203210,0,513172,0,-7868,-654079,0,196061,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,4137,0,1737,0,0,0,0,0,243834,727621,0,0,632,0,-484419,-286621,0,-286621,450296,163675
160181,800214137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,197565,186616,22305,,42541,,,,,,-17700,233762,-3847789,-1052034,,5273503,,-739826,65181,,,,,,,,4806,,,306346,270000,,,,,,3164,,34704,,,,,,,170373,112525,,142927,,-425825,-325940,,-325940,584261,258321
160221,860053912,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1453876,7344,115121,-99734,,358182,,,,,-907662,-526749,629032,19065,-27918,780594,591419,,11567,,,,5555,,,52000,3885,,,,,,,,,,1832,,44392,,,,,,,31925,,,23114,,-55039,920,,920,70020,70940
160226,900115715,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,296216,,57881,,,,,,,,,57881,-37357,,297979,,1294083,1020424,2929226,,,,,,,,2697316,,,,,,,,,,,-227395,-2924711,,,,,,,,,,,173261,173261,177776,,177776,728349,906125
160281,900618804,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,170679,,17068,,,,,,,,,17068,,815501,-808040,-1320969,1034526,-3015930,-3107165,,,,,,,,240892,,,,,-204478,,,,,,,-36414,,,,,,,,,,,,127649,-3015930,,-3015930,3051567,35637
160282,900129117,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5617053,,1818454,,,,,,,310644,,2129098,-5632670,-2103306,,2175408,-170683,-1525676,489224,,,,,,,,3785673,,669900,,,,,,,,,-61697,-4517270,,,,,,,,,,,4134994,4134994,106948,,106948,2156337,2263285
160298,860506611,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,672729,,88107,,,,,,,,,88107,-41697,-1219079,5106,-44910,-757646,-15073,-1312463,,,,,,,,1785,,,,,,,,,,,9693,7908,,,,,,,,,,,-3469043,-3469043,-4773598,,-4773598,5049480,275882
160299,800112784,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,899895,1533,17363,,,,,,,,-542482,-523586,-16032,1511782,-173349,-196804,-90112,,1411794,,,,,,,,,,,,3272,,,,,,,-1425000,-1428272,,,,,,,,,,,-354,-354,-16832,,-16832,22567,5735
160305,890301315,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-16046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093,36708
160307,890320002,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,95943,-55999,,,,,,,,,,-55999,,701079,-319100,513595,,,935518,,,,,,,,,,,,,514269,,,,,,,-514269,,,200000,,,,,,,28103,,-228103,193146,,193146,7247,200393
160317,812000025,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,285015,164070,502890,-68709,,,,-10281,175852,,36157,448275,-45151,209801,,-438444,,41813,501309,,,,,,,60000,198471,,,,,,,,,,,-269283,-407754,,,,,,,10965,,,,,-10965,82590,,82590,2220971,2303561
160326,860077099,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5475921,3082623,159240,52253,,,,,,,,3294116,,-418532,641772,98693,-2486895,867,6605942,,,,,,,,10362,,28610,,,,,,,,,-1274019,-1312991,,,,,,,,,1285780,,,-1285780,4007171,,4007171,2652356,6659527
160333,900413047,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,741132,,,,,,,,1912240,,1153424,-758816,,,17684,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0
160379,900320206,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,737280,75737,,,,,,,,,,75737,,-514832,,247915,30060,48099,624259,,,,,,,,243968,,395,,,,,,,,,,-244363,,,,,,49669,,,,,,49669,429565,,429565,145397,574962
160382,900648406,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1229502,352898,130829,,26674,,,,,,,510401,1513004,-3098066,-78694,-579091,2180123,-460115,1217064,,,,,,,,160692,,253487,,480948,,,,,,,,-895127,,,,,,405432,886373,,,,,-480941,-159004,,-159004,973264,814260
160403,830068604,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2268762,1311839,334928,,,,,,,,-1885721,-238954,-1224170,-1012236,-279555,300985,-1974915,-162683,-2322766,,,,,,,,69653,,,,,,,,,,,,-69653,,,,,,1700000,,,,,541746,2241746,-150673,,-150673,192625,41952
160414,811016281,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1828259,,191590,,,,,,,,,191590,,-1149384,,-31253,,-4513,834699,,,,,,,,,,,,,,,,,,,,,,,110084,,,,689274,,,,,-799358,35341,,35341,70494,105835
160456,830013009,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1220881,645809,55571,,,193710,,,,,,895090,,-341596,-746046,,-42332,-583376,402621,,,,35548,,,,,,,,,,,,,44952,10989,,20393,,,,,,2632862,2304932,,,193709,,134221,557235,,557235,531320,1088555
160466,900245670,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1341526,,,,4438,,,,,,,4438,,-1673122,-463548,1514219,109082,,832595,,,,,,429502,44404,,,,,,187377,,,,,,,-572475,,,,,,,,,,,,,260120,,260120,734754,994874
160475,900773129,6/30/2019,50 NIIF Pymes - Separados,V,Periodo Actual,404311,3125,,,,,,,,,-100949,-97824,,,-31042,4,,-6219,269230,,,,,,,,,,,,,,,,,,,72477,72477,,,,,,,,,,,,,341707,,341707,413937,755644
160539,900427794,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-8303374,-872954,9708,915219,,,-36872,,,,,15101,3808947,-1989784,200647,-838743,3346293,,-3760913,,,,,,,3635950,1006,,,,,,,,,,,,3634944,,,,,,,,,,,,,-125969,,-125969,132743,6774
160561,900459737,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10530082,,5388348,,,,,,,,,5388348,-1033492,-1020373,,-187811,-7862690,-888812,4925252,10896,,,,,,,10241826,,,,,,,,,,,347110,-9883820,,,,,,,,,,,,,-4958568,,-4958568,14145268,9186700
160585,900465022,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-417717,,12567,,,,,,,,,12567,1748224,-2882995,,-4363160,,-560779,-6463860,,,,,,,21691,1293,,,,,,,,,,,,20398,3573970,,,,,,,,,,,3573970,-2869492,,-2869492,4027665,1158173
160588,900150121,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,734542,,,,,,,,,,,,,-808191,862300,,,,788651,,,,,,,41787,,,,,,,,,,,,,41787,,,,,,,597162,,,,,-597162,233276,,233276,404876,638152
160594,830079821,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1445277,385439,459662,,,,,,,,,845101,-1375172,-2416661,,-1487982,-420737,23271,-3386903,,,,,,,275608,,,55487,,1399560,,,,,,,,-1179439,,,,,,3689456,,,,,,3689456,-876886,,-876886,1087746,210860
160596,813008120,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,629393,44280,233103,,,,,,,,0,277383,376795,-1874618,-739473,1015290,-204652,,-519882,,,,,,616892,347041,,,,,,,99882,,,,,,-169969,,,,,,327172,,,,,,327172,-362679,,-362679,403006,40327
160617,900387629,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-46650,-2818,,,,,,,,,28183,25365,,,-54321,,-3379542,,-3455148,,11659816,,,,,,,,,,,,,,,,,,-11659816,,,,,,,,,,,15115414,15115414,450,,450,11609,12059
160625,900970373,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,62511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
160626,900330705,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2603330,-330674,,,,,,,,,-681951,-1012625,,-143812,,-183,,-450610,996100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136965,-136965,859135,,859135,8420,867555
160636,805027728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1018213,,473235,,110532,,,,,,41400,625167,-298258,56903,-58033,225633,,-678447,891178,,,,,,260000,21959,514377,,,,,,,,,,,,-752418,,,,,,893517,,,1101909,,,-208392,-69632,,-69632,528628,458996
160646,805013301,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160703,800192909,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3247889,,-1859802,,,,,,,,5264870,3405068,,-1197097,,53444,,-457705,5051599,,,,,,,,3784311,,,,,,,,,,,-1374526,-5158837,,,,,,394923,,,,,,394923,287685,,287685,63486,351171
160709,900486803,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,293620,,2176353,46312,,3220777,,,,,-26543,5416899,2971989,3134308,583277,-5076801,31377,,7354669,,,,820851,,,,2849105,,61155,4000,,,,,,,,,-3727111,14280,,,131109,,16146395,14059875,,,5610033,0,-3378124,249434,,249434,2183774,2433208
160789,830014701,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3512336,458999,53236,,,,,,,,1138565,1650800,15712,1404245,-10384284,-89017,5186416,-366222,929986,,,,,,,503000,1589,,3579,,,,,,,874223,,,1372055,,,,,,,100000,,2223124,,,-2323124,-21083,,-21083,54854,33771
160863,900228513,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-922609,0,420972,0,0,0,0,0,0,0,0,420972,891101,387912,0,-657084,0,-72059,48233,0,0,0,0,0,0,46246,0,0,0,0,0,0,0,0,0,0,0,0,46246,0,0,0,0,0,247880,0,0,0,0,0,247880,342359,0,342359,162235,504594
160877,900629632,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,207568,-58901,37079,,,,,136661,,,,114839,,,,,,,322407,,607796,14333,,,,,6529,,,,,,506,,,,,-522511,-1121997,,,,,,,,,,,,,-799590,,-799590,1217775,418185
160881,900628352,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,150903,31436,,,,,,,,,136661,168097,,-254061,-3915,-6839,-153329,-943275,-1042419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1042419,,-1042419,1272734,230315
160891,800057402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,499999,327510,,,,,,,,,,327510,,-1168911,,-210224,,,-551626,,,,,,,,,512443,,,,,,,,,,39183,551626,,,,,,,,,,,,,0,,0,45735986,45735986
160945,811039807,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,554365,,,,,,,,,,,,-2651,-338785,-1144141,142835,200539,,-587838,,,,,,,,4506090,,,,,,,,,,,,-4506090,,,,5094486,,,,,,,,5094486,558,,558,156182,156740
160959,800249401,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,557939,,557939,,212181,,,,,,-449583,320537,-964379,-204862,-1818001,656553,-130199,-1826315,-3408727,,,,,,,,1644221,,,,,,,,,,,,-1644221,,,,,,,,,,,4168656,4168656,-884292,,-884292,1548678,664386
160989,900395206,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,46479693,-214932,,,,,,-11295000,,,-2657245,-14167177,,,-68760,9966072,-199628,,42010200,,,,55576570,,,,,,,,,,,,,,,,-55576570,,,,,,,,,,,,,-13566370,,-13566370,14840381,1274011
160994,900127308,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-324268,,1450,,177027,,,,,,,178477,,-154015,,3764,-93750,-5582,-395374,,,,,,,,,,,,,,,,,,,50000,50000,,,,,,,,,,,-61334,-61334,-406708,,-406708,872146,465438
161007,860353004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4752233,,,,,,,,,,,,-1066920,-4437288,,,-3406469,-1865320,-6023764,,,,,,,2945136,,,,,,,,,,,,,2945136,,,,,,,,,,,,,-3078628,,-3078628,7163814,4085186
161009,900471273,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,292646,3983,61598,,,,,-57083,890842,,,-882344,,907467,,19666,-161624,,175811,,,,,,1097594,,137724,,99450,,,,,,,,,,-1334768,,,,,,,,,,,,,-1158957,,-1158957,1210359,51402
161013,811005803,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,217383,,,,,,,,,,,,1113,-90031,-124416,293330,-1017564,,-720185,,,,,,,,5429805,,,,,,,,,,,,-5429805,,,,,,,,,355101,,6586562,6231461,81471,,81471,132861,214332
161039,800169966,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-557637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4441231,651217
161061,800144409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,218906,98750,299544,,4110,,,,,,15588,417992,-193126,16130,-1701,-124287,-195676,,138238,,,,,,,,466736,398000,,,,,,,,,,,-68736,,,,,,,,,,,,,69502,,69502,2212942,2282444
161070,890211902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5200582,168884,790675,,136972,,,-1024417,,,203524,275638,-1029171,-2472453,257837,1898589,-590889,136288,3676421,,,,,,,,1125274,,,,,,,,,,,226572,-898702,,,,,,,,,1071225,1407949,-207697,-2686871,90848,,90848,754941,845789
161073,900559327,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1351319,,84838,,,,,,,,,84838,,-1275341,-219292,-125596,-1110040,240944,-1053168,,,,,,,,,,,,,,,,,,,124467,124467,243500,,,12177192,,,11938786,,,,,481906,-446795,,-446795,490851,44056
161077,900301404,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,502049,,11651,2516,,,,-1725,,,4509409,4521851,,-827005,-33553,-250320,-157859,,3755163,,6102718,,,,,728000,,,,,,,,,,,,,-5374718,14698,,,1455246,,,,,,,,1469944,-149611,,-149611,225221,75610
161081,900039806,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1214077,664923,91812,,,,,,21516,,,735219,,378505,-11082,-323470,-448122,,1545127,,,,,,,,170380,,7944,,,,,,,,,,-178324,,,,,,,,,450000,,-208798,-658798,708005,,708005,1261849,1969854
161087,900301403,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,451846,,11023,2517,,,,-1725,,,4358670,4370485,,-827005,81270,-258182,-36932,,3781482,,6102718,,,,,728000,,,,,,,,,,,,,-5374718,14698,,,1529553,,,,,,,,1544251,-48985,,-48985,125101,76116
161094,900411974,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,664597,30316,39145,,,,,-57083,,,,12378,,-451443,,426360,,-232789,419103,,,,,,,,,788141,,,,,,,,,,48403,836544,,,,,,,,,,,,,1255647,,1255647,2245719,3501366
161097,900301405,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,347084,,11924,2516,,,,-1725,,,714565,727280,,-827006,-160359,-253021,-25437,,-191459,,762288,,,,,728000,,,,,,,,,,,,,-34288,14698,,,,,,,,,,,14698,-211049,,-211049,302039,90990
161099,900412036,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,595822,31947,12909,,,,,,,-6450,-57082,-18676,,-451946,2883,6491,140034,,274608,,,,199996,,,460000,632500,,,,,,,,,,,,-372496,,,,,,,,1550,,,,-1550,-99438,,-99438,2134730,2035292
161102,900412077,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,735864,25766,21795,,,,,-57083,,,,-9522,,-22273,2835,154208,,,861112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383620,,,-383620,477492,,477492,695588,1173080
161115,900302609,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,521047,,12969,2517,,,,-1725,,,4435882,4449643,,-827025,8458,-310459,-24259,,3817405,,6102718,,,,,728000,,,,,,,,,,,,,-5374718,14698,,,1480203,,,,,,,,1494901,-62412,,-62412,148981,86569
161125,804001007,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1419918,832516,528142,231718,,892245,,,146782,,-2417,2335422,,-618880,,-1196659,,124454,2064255,,,,,,,,,,,12158,,,,,,,,,12158,,,,,,,,,1083600,892245,-390522,-2366367,-289954,,-289954,979149,689195
161126,900046641,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,534479,93906,43631,,,,,,,,,137537,,-4092,,,-242170,,425754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425754,,425754,99563,525317
161128,900248603,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,415171,,1412,,,,,,,,,1412,,269567,-25655,-315709,671252,-23040,992998,,,,,,,2050109,,,,,,,,,,,,,2050109,,,,,,,1075416,,,,-2098992,-3174408,-131301,,-131301,462348,331047
161130,900345734,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,525334,374997,164857,,,,-25387,-1439433,,,1707,-923259,,55166,107242,136996,-165815,-864140,-1128476,,,,2137450,,,,22460,,,,,,,,,154333,,,-2005577,,,,,,,,,,,,,-3134053,,-3134053,3459827,325774
161143,800043910,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3102431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711482,1704632
161154,860002017,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1704927,-336028,326047,-208537,,,13898,683,,,-131408,-335345,1375884,1646944,,409556,,-2544219,2257747,,,,,,,,,,,,,,,,,,,-1735447,-1735447,,,,,,,,,,,,,522300,,522300,320390,842690
161175,890203522,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,442822,,,,,,,,,,,0,-8468089,-7739935,85728,5396549,949340,-488634,-9822219,,,,,,,57411,2348388,,9473,,,,,,,,,,-2300450,,,,,,2883333,,,,,6515576,9398909,-2723760,,-2723760,3412141,688381
161192,800089002,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,208966,138696,305788,,,,-146212,,-34497,,,332769,-289250,17485014,111424,-11605447,-5135953,-252485,855038,,,,,,,1232,143497,,,,,,,,,,,,-142265,6800,,,,,1234332,1336707,,123682,,-575797,-795054,-82281,,-82281,275087,192806
161198,900209816,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,186917,,54003,,,,,,,,132850,186853,-1244592,976149,,738640,-1654606,62775,-747864,,,,,,,,208657,,,,,,,,,,,1450000,1241343,,,,,,,,,,,-346924,-346924,146555,,146555,822316,968871
161247,800215509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,725661,,113420,,,,,-661980,,,,-548560,-556347,3648635,,-233608,,-2724995,310786,,,,,,,,417883,,,,,,,,,,,,-417883,,,,,,,,,,,,,-107097,,-107097,460074,352977
161267,830007705,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-884114,62795,1370,,,,,,59706,,,4459,,3471863,,-159894,,660,2432974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68925,0,0,68925,0,0,0,0,0,0,0,0,1614715,0,,-1614715,887184,0,887184,471435,1358619
161269,830038902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-121684,,210581,,600,,,,,,,211181,-228,,219015,-142159,-54798,,111327,,,,,,,150370,,,,,,,,,,,,-9670,140700,,,,,,,299006,,,,,-299006,-46979,,-46979,127965,80986
161279,800232717,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,580307,,57947,0,16746,,,,,,,74693,,-11416,,-73657,59099,2287,631313,,,,,,,479864,,,,,,,,,,,,-23520,456344,,,,,,,1107170,,,,,-1107170,-19513,,-19513,25049,5536
161307,900340610,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1058792,553622,96910,0,0,0,0,0,0,0,0,650532,335167,1262022,0,776157,0,0,4082670,0,0,0,0,0,0,46000,0,439158,0,0,0,0,0,0,0,0,0,0,485158,0,0,0,0,0,0,0,0,250000,0,-3857890,-4107890,459938,0,459938,115385,575323
161308,860015300,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15530695,4236438,13181345,,,,959487,,,,-2398453,15978817,-183377,1778315,-16942705,-258059,,-5695259,10208427,,,,,,,,5208278,,,,,,,,,,,5718826,510548,,,,,,,,,11003757,,-2087,-11005844,-286869,,-286869,3031734,2744865
161319,900484605,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-449081,30585,87731,0,0,0,0,0,0,0,-122,118194,0,2011026,0,83969,-37566,0,1726542,0,0,44250,0,0,0,0,2013889,0,0,0,0,0,0,0,0,0,0,0,-1969639,0,0,0,0,0,0,0,0,0,0,0,0,-243097,0,-243097,281925,38828
161352,900479216,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,175724,593509,3843,,,3685884,,,,,-154552,4128684,,-5496539,,5282496,230185,-63448,4257102,,6674983,,,,,,,,,,,,,,,,,90000,-6584983,,,,,,,,,,257,4644286,4644029,2316148,,2316148,174076,2490224
161391,800010912,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2312335,1416946,0,0,0,0,0,0,0,0,6754244,8171190,0,0,-3642,60122,0,-33,10539972,0,10539971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10539971,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1251,1252
161392,900202511,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2968272,,350860,,,,,,,,,350860,133081,1111072,-9095,240401,,-154,4794437,,,5892768,,,,3607391,,,,,,,,,,,,-5000000,4500159,,,,,,,4170821,,,,-5158159,-9328980,-34384,,-34384,50280,15896
161483,830085008,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,935007,251702,1373451,,142473,,-69837,,,,-402,1697387,292513,1339978,,2040268,,-390195,5914958,,,,,,2227967,,323379,,22675,,,,,,,1615589,,-4195037,-5153469,,,,,,,,562515,,,-174483,-736998,24491,,24491,4833028,4857519
