Ganancia bruta,"Ganancia (pérdida), antes de impuestos",Efectivo y equivalentes al efectivo,Gastos de administración,Total de activos,Total pasivos,Razón de la Deuda/Ingresos (%),Ganancias acumuladas,Ganancia (pérdida),Impago
4255878,2722802,4286929,3907316,96079781,30540925,0.3178704685,56388856,1810658,1
1849905,1164728,2183962,3088763,85058703,21330505,0.2507739273,54578198,157545,1
2047306,1972462,7796,1308464,24869472,3238774,0.1302309112,12995750,1835150,1
2081567,2605600,3188,1466636,23529966,3518939,0.1495513848,12000600,2812034,1
297226,131754,73191,397241,7885932,3121133,0.3957849243,2773877,113335,0
206028,210636,166418,360948,7732585,3315315,0.4287460144,2660542,178880,0
11962133,2367886,163829,2125784,31230730,15569816,0.4985415327,9984719,1323640,0
10050566,1143534,221788,2111457,29020764,14788000,0.5095661851,8661079,387219,0
12823884,4592474,5071710,3752845,30487373,18035252,0.5915646455,2951205,2149594,1
11204924,4175847,5020790,3228433,34495242,21643964,0.6274478086,3591543,2411815,1
10260192,3737413,3777719,2613290,18980293,5795420,0.3053388059,10483601,2575234,1
9414704,2194526,2843839,2797034,15637579,4327940,0.2767653484,8764871,1565038,1
0,1088536,1202,58137,38384148,17992853,0.4687573891,20390079,1034797,1
0,-40103,1202,40102,25163326,5806844,0.2307661555,19355282,-204719,1
10091284,1515066,4049630,2935404,25151957,17297400,0.6877158704,3414825,1086884,1
10553633,1433937,452000,2838254,25197155,17591820,0.6981669161,3395769,1067828,1
16893006,3625598,6890352,11801840,19279798,11098240,0.5756408859,4516572,1934987,1
10556851,2628718,5494061,7557078,17469939,10462473,0.5988843464,3518671,1761906,1
204591,1057394,9388,277564,38848341,18503885,0.4763108159,20343240,1022700,0
309090,22612,101535,249608,25535322,6163504,0.2413716968,19370618,-101412,1
3035595,1180696,1279711,1646254,2781726,1293569,0.4650238737,512007,731782,1
334728,113743,795048,124369,1864922,888772,0.476573283,76209,76208,1
10196905,5236753,836351,1601701,100035433,35375782,0.3536325174,59942790,7216747,1
6522142,2982070,1411361,2118730,93786069,36343165,0.3875113371,52726043,4258615,1
4955526,440112,518737,3411039,19579884,11836623,0.6045297817,-584897,127383,0
4961819,573081,33442,3591801,22904252,15288374,0.6674906476,-368500,343781,1
86313,911405,38579,938122,11696896,10055516,0.8596738827,-2936773,862790,0
82063,-1146952,40979,895550,10075143,9296553,0.9227216924,-3799563,-1130148,0
29574383,4722329,1212244,23484822,101726730,58117315,0.5713081999,42954515,3682431,1
11833655,4575430,758368,6547356,94904107,54977123,0.5792912945,39272084,4136077,1
11822927,503148,198905,2079889,35440446,26216675,0.7397388566,3757547,322513,0
8600591,-1112178,56944,1867684,35619947,26697426,0.7495077407,3435033,31086,0
1601397,2229488,267419,523281,41529279,17331771,0.4173385962,17926638,1979378,0
1451408,6213854,463954,499485,32502937,10002050,0.3077275755,18152476,6071479,1
3737983,-2259317,3678503,3424629,45824568,35916609,0.7837849993,-2711486,-2319000,0
7591298,1255632,2966230,3549936,43998787,31185384,0.708778267,13137,464967,0
0,-849443,0,112985,34994228,10384077,0.2967368504,16610151,-849443,1
-174033,-52711,0,90973,35829244,10369650,0.2894186101,17459594,-52711,0
8855568,1638733,598913,7250092,10752844,7244465,0.6737254814,2154128,1194518,1
7931176,618848,348148,7073249,8916201,6102613,0.6844409407,1511611,416380,1
1728149,780016,411675,1374927,11666776,3450903,0.2957889137,6057776,653494,1
2578530,1319078,94104,1223099,9659437,2419950,0.2505270235,5403636,991057,1
6995682,839599,69734,3478173,26158686,6606388,0.252550453,18002298,517653,1
6900018,981301,46383,4302088,25690508,6655863,0.2590786838,17484645,498438,1
4234873,727585,350890,2009695,7668566,3739416,0.4876291082,2174832,430384,1
4168727,1856384,412919,1707793,7592060,3944915,0.5196106195,1892827,1417786,1
3871563,597705,1864010,3051714,68628581,61778545,0.9001868332,2902109,410211,0
4089776,605778,5394222,3287976,69757539,62913819,0.9018927546,4127238,361293,0
2309201,1654249,530372,445502,5636831,1470080,0.2607990199,1646276,1085274,1
2145903,1570517,769852,324354,5489422,1961761,0.3573711403,1103800,966143,1
652977,812714,18930,310435,2867564,1204484,0.4200373557,1601384,669814,1
696076,772839,3992,129139,2892607,1293253,0.4470890792,1537658,568258,1
700491,673266,114386,57455,33386125,31859587,0.9542762749,642578,415141,0
848984,964764,1004323,0,46092293,44280896,0.9607006534,927437,626516,0
2456214,35865,521585,3189655,7681319,7245977,0.9433245775,284597,19769,0
2572418,44095,113016,2218755,6400007,5984434,0.9350667898,264828,-45362,0
18496624,204139,2557558,6625794,90942991,45896785,0.5046764407,12359038,-1390640,0
19971643,4857806,1917282,5382745,88131540,57580936,0.6533522051,19531425,167899,0
1815961,1657259,55795,231878,7247436,1281178,0.1767767249,5323825,1088978,1
3354998,3295594,125115,259958,7676919,2199639,0.2865262744,4834847,2089939,1
1919798,2814759,280754,1771874,119938585,76347065,0.6365513233,20242368,2614966,0
2826532,1852206,80774,1099022,74170508,35650566,0.480656894,17627402,1369775,0
21637948,9103823,13554882,3295289,62597697,37561987,0.6000538167,17941008,5656490,1
18540838,7274427,18122709,2554101,65124213,47200037,0.7247694034,12284518,4342468,1
632596,1172147,319067,1032927,23013156,12289520,0.5340214962,9899898,1137566,1
1144633,75687,110527,702076,20218957,10632887,0.5258870178,8766221,38888,0
130543,119046,367336,9817,10825661,752666,0.06952610099,2565944,121899,1
414714,407436,755644,7216,11069872,753468,0.06806474366,2848356,404311,1
0,2740119,22122,1239910,20329271,13966654,0.6870218809,4228412,1871322,0
80894,2241939,1014082,1180946,13932458,9441163,0.6776380019,2357090,1256926,0
210622,39257,170230,0,1944380,460752,0.2369660252,1171200,26302,1
96578,75818,242286,0,2279973,720792,0.3161405859,1246753,50798,1
0,159344,170,57100,6151038,155752,0.02532125472,-178310,150879,1
0,-537829,170,36813,5770637,141533,0.02452640844,-329189,-557346,1
501576,338681,163675,1192866,32402212,6477554,0.1999108579,9564247,141626,1
418109,521688,450296,1043436,31989908,6206876,0.194026066,9422621,299739,1
783584,384181,258321,633419,16212912,11267435,0.6949667648,1836259,197565,0
986053,196240,584261,650431,11040080,5980373,0.5416965276,3540373,99394,0
-982257,-1603483,70940,401637,5936153,7178608,1.209303062,-2292024,-1453876,0
-915329,-1352252,70020,418744,5602474,5391053,0.9622629217,-838148,-1367185,0
1194871,313484,906125,527430,14849751,7552020,0.5085620628,1730187,296216,0
1210901,513801,728349,533974,12065767,5064252,0.4197206858,1433971,487408,1
1125379,357475,35637,923196,3275255,1687146,0.5151189755,683233,170679,1
1590796,524117,3051567,1066282,4426752,3008115,0.6795309518,918637,512554,1
38857643,8422731,2263285,6213475,70403297,46067100,0.654331572,16914701,5617053,0
31021913,7309949,2156337,4173065,60233890,41453056,0.6882015424,11276643,2899713,1
3403507,1102129,275882,2281417,8372338,3199495,0.3821507206,4668947,672729,1
4431604,2893700,5049480,1592526,8508057,4007943,0.4710761811,3996218,1903964,1
328255,901428,5735,0,15862835,724231,0.04565583643,8366382,899895,1
-182593,-4957,22567,0,15248676,1009967,0.0662330946,7466487,-4957,1
192926,-16046,36708,199324,15569944,6451283,0.4143420811,9113647,-16046,0
147331,-360482,2093,455314,16165858,7031151,0.4349383126,9129693,-360482,0
515717,151942,200393,301857,1627231,609560,0.3745995498,812425,95943,1
210837,16320,7247,141678,1825461,703733,0.3855097425,916482,-11872,1
3502025,970564,2303561,427530,21377660,4479815,0.2095559102,11388412,285015,1
3877198,1826582,2220971,315020,21916420,4803589,0.2191776303,11603398,275182,1
12917337,8558544,6659527,3995307,27686815,8133864,0.2937811373,19100401,5475921,1
9143552,5034954,2652356,4036347,22866930,7504120,0.328164734,14910260,3075733,1
0,745892,0,728980,89964866,270065,0.003001894095,64812737,741132,1
0,1098489,0,354200,88070309,270065,0.003066470449,65170022,1098417,1
637943,813017,574962,488346,2810688,1154203,0.4106478556,1262423,737280,1
913436,441421,145397,391704,1644032,724827,0.4408837541,525143,271213,1
7805330,1530381,814260,6040188,43137618,20585828,0.477212905,-4800306,1229502,1
5681559,-399975,973264,4587933,40159442,18837154,0.4690591567,-8774771,-865153,1
5856414,3580601,41952,2958210,14971660,10530170,0.7033401774,3691490,2268762,1
6378834,393721,192625,2989728,12676828,10504100,0.8286063359,1422728,79239,0
1175037,2038630,105835,251233,19666230,4944481,0.2514198705,6967735,1828259,1
1148555,1700332,70494,251599,18673524,5669951,0.3036358322,5251976,1531506,1
3123322,1866690,1088555,1051685,5892319,2177206,0.3694990037,1521894,1220881,1
2170766,997879,531320,1027602,4333090,1614930,0.3726970822,924881,623867,1
3136521,1437226,994874,927409,8126828,5612777,0.6906479379,1870325,1341526,1
2050046,-947670,734754,988132,5344939,4172414,0.7806289277,528799,-1019630,0
414714,407436,755644,7216,11069872,753468,0.06806474366,2848356,404311,1
0,-19849,413937,4654,10596174,756558,0.07139916728,2444045,-10132,1
153037,-9176328,6774,1632849,69397094,39820833,0.5738112463,-15401004,-8303374,0
952310,-4850025,132743,810104,75178853,37299218,0.4961397589,-7097630,-5213779,0
66073112,14737450,9186700,47421143,123917366,60801823,0.4906642625,23843994,10530082,1
61933513,8933119,14145268,47640292,121312327,68726866,0.5665282968,13313912,5362460,0
1684954,-380063,1158173,1386290,20945697,10182621,0.4861438127,4677793,-417717,1
2848645,571497,4027665,1596744,22713382,15106559,0.6650950968,5095510,249611,1
3755611,1117180,638152,1567743,6585623,2604123,0.3954254594,3116804,734542,1
3375094,724012,404876,2063301,6069042,2822084,0.4649966173,2428417,461547,1
9302064,2171337,210860,1949979,140294668,20143548,0.143580282,55082378,1445277,1
7576137,2330870,1087746,2094137,137028710,18322867,0.133715533,53778643,1415415,1
3499743,673672,40327,1988979,21024705,8228086,0.3913532199,10454356,629393,1
2837544,248951,403006,2116267,18706301,7045996,0.3766643122,9318042,248951,1
0,-49392,12059,2932,33695600,155120,0.004603568418,7322852,-46650,1
33772,12250,11609,1921,22006378,3534662,0.1606198894,7369502,-430592,1
0,112175,6,0,10366028,1652337,0.1593992414,62511,62511,1
0,-102019,6,4171,10652537,2423585,0.2275124696,-185761,-185761,1
1826196,2272656,867555,16669,16813997,9658446,0.5744289118,2035551,2603330,1
1405103,649670,8420,2894,15811050,11121864,0.7034234918,-430814,680696,0
4472457,1343774,458996,2139203,5509979,3576916,0.6491705322,1271074,1018213,1
3078144,537698,528628,1534888,5478325,3138121,0.5728249054,1391665,213232,1
0,615,0,2215,17484392,40286,0.002304112148,16840347,-177,1
30099,8614,0,2090,17478517,34234,0.001958632989,16841228,7048,1
831037,2890932,351171,348695,49697489,4719183,0.09495817787,3247889,3247889,1
773546,35799502,63486,366351,40598911,4133363,0.1018097013,32127398,32127398,1
11827778,774935,2433208,2846907,67824575,41133997,0.6064762956,293620,293620,0
14048158,1159807,2183774,3078984,54487567,46007157,0.844360641,610310,610310,0
-931992,3786742,33771,682110,16715995,9416306,0.5633111281,4898044,3512336,1
1584371,3185315,54854,717935,9558838,3192333,0.333966639,3920510,2261899,1
2135213,-922609,504594,650518,27967434,34990182,1.251104481,-21233421,-922609,0
496067,-5191892,162235,607107,29307311,35407450,1.208143934,-20310812,-5207101,0
1887887,148667,418185,2202984,9313702,18254,0.001959908101,-381799,207568,1
1473859,38685,1217775,1441061,9274612,186717,0.02013205512,-589366,-70190,1
1617656,182339,230315,1874973,9481299,30669,0.003234683349,-187667,150903,1
1436483,126591,1272734,1682950,9460515,190837,0.02017194624,-338570,26592,1
1162493,821108,45735986,208774,117640475,32124157,0.2730706162,21734878,499999,1
1884590,1750783,45735986,314235,116984008,31967689,0.2732654621,21234879,947547,1
2289126,790939,156740,480477,26810272,5885415,0.2195208986,12781162,554365,1
2136980,338465,156182,524474,21230125,5943119,0.2799380126,12880836,206208,1
23212911,1923584,664386,3656723,24237670,13982614,0.576895964,5638566,557939,1
21578084,2948173,1548678,3336329,19911466,10197632,0.5121487288,6425801,1344174,1
35484275,46343209,1274011,776338,487574246,9971828,0.02045191698,51530728,46479693,1
33066166,34112262,14840381,709068,433985354,205384,0.0004732509936,41488447,33780167,1
0,-264478,465438,351688,14053244,1612900,0.1147706537,10415344,-324268,1
0,364182,872146,252800,14357387,1592775,0.1109376657,10739612,364182,1
3889436,5459718,4085186,1951195,54441223,45505571,0.8358660679,6624816,4752233,1
4269278,1790220,7163814,2360320,53095459,48946041,0.9218498516,1938411,964285,0
758849,302026,51402,469704,36060676,1605798,0.04453044641,30431883,292646,1
669989,2554655,1210359,310571,35906005,1743773,0.0485649406,30376803,2518967,1
1536937,256118,214332,369113,34478727,7286039,0.2113198379,17217601,217383,1
1595897,26190,132861,387160,26357323,8010273,0.3039107196,17355319,7078,1
2381296,-503561,651217,1471663,31382343,4690725,0.1494701973,24138521,-557637,1
2733038,-12391033,4441231,1211944,34915890,5952917,0.170493062,26409876,-8630663,1
2873419,333244,2282444,2158976,13127373,3486071,0.2655573967,7766302,218906,1
2113600,-179077,2212942,1526053,13045870,3623474,0.2777487435,7547396,-225831,1
10240335,7790370,845789,2560637,72106157,32156336,0.4459582557,15964085,5200582,1
6178347,3792094,754941,2142329,64052841,28817624,0.449903916,12795780,1921879,1
4188229,2243454,44056,1893285,67666072,11360718,0.1678938597,-3887477,1351319,1
4376529,411541,490851,1596808,68584800,26051457,0.3798430119,-5238796,622709,0
1341616,1078484,75610,965856,13819991,2546509,0.1842627104,1591311,502049,1
1425019,326431,225221,1302431,7746178,2488899,0.3213067141,1089262,279919,1
3314770,1879000,1969854,1383406,5906259,2617816,0.4432274304,2949864,1214077,1
2181051,1041996,1261849,1190465,5455573,2931207,0.5372867341,2185787,650734,1
1341615,992798,76116,815598,13789819,2447952,0.1775187912,1654696,451846,1
1425018,440426,125101,1124720,7737298,2361431,0.3052009888,1202850,386544,1
1055002,724779,3501366,276013,37522154,508080,0.01354080046,31565850,664597,1
748673,2673706,2245719,211446,36638655,289179,0.007892729687,31243463,2623613,1
1341610,457538,90990,841650,8685851,2501479,0.2879946939,1232854,347084,1
1425018,409773,302039,1132448,7887372,2806085,0.3557693234,885770,362045,1
886497,639541,2035292,118970,36499614,463215,0.01269095613,30803267,595822,1
678682,2699614,2134730,138114,35726869,286291,0.008013324649,30574667,2648622,1
830528,768616,1173080,87041,34909681,433904,0.01242933157,30942692,735864,1
565530,2744119,695588,74483,34377463,253930,0.007386525294,30633072,2707645,1
1436664,1102262,86569,871494,13866756,2528820,0.1823656521,1680765,521047,1
1521108,496157,148981,1210838,7749054,2446319,0.3156925994,1159718,423307,1
5204039,2252434,689195,2273298,117531038,14891706,0.126704454,89194840,1419918,1
4978257,2058677,979149,1994888,112763575,15521917,0.1376500967,88513684,1155537,1
786287,641652,525317,143545,10002640,1869154,0.1868660674,7844881,534479,1
197247,95338,99563,99636,9618839,2019832,0.2099870889,7310402,69996,1
407656,505700,331047,85820,20202758,15241660,0.7544346173,4754207,415171,0
980131,78968,462348,582645,22598912,18052985,0.7988431036,4339036,26659,0
154333,900331,325774,1796093,38948965,428887,0.01101151212,13596507,525334,1
146784,-2298271,3459827,2960481,38452450,457706,0.01190316872,13071173,-2468612,1
7720073,1803634,1704632,1190444,51195293,18464783,0.360673451,32553112,3102431,1
13926144,7833196,1711482,1830443,49459490,19831411,0.4009627071,29450681,10065226,1
2675952,1704927,842690,2873888,39459483,28528400,0.7229795687,-6874940,1704927,0
2873739,2899060,320390,2567255,42270507,32709006,0.7738020743,-8050421,1942370,0
9763610,3606004,688381,4118324,99928896,70428229,0.7047834192,22692058,442822,1
11754590,5490350,3412141,2932857,84177738,63458150,0.7538590548,13910979,3585052,1
5483736,344291,192806,2032395,8343350,5449083,0.6531049279,1623889,208966,0
4612309,1200087,275087,1550921,9369634,5976294,0.6378364406,2209189,794266,1
1312390,333106,968871,580018,6207449,2657487,0.4281125789,1956593,186917,1
1415603,299144,822316,798503,7150573,3573453,0.499743587,2143493,185103,1
5256514,804031,352977,642614,37953913,20873635,0.5499732004,15987226,725661,0
5237897,416874,460074,507323,40071985,23860488,0.5954406302,15258112,356477,0
0,-821319,1358619,247102,1899375,30552,0.01608529121,1567278,-884114,1
0,426211,471435,150003,4541929,166512,0.03666107506,4073872,426211,1
1747248,-121084,80986,1733718,2022545,1423784,0.7039566487,-121684,-121684,0
2855265,-509924,127965,3122613,2639592,1919147,0.7270619853,-2308483,-515269,0
1104099,597053,5536,453212,6075036,1551085,0.2553211207,3764648,580307,1
465495,-13065,25049,374406,6680043,2712879,0.4061169966,3207861,-81462,0
6687690,1612415,575323,4395736,13417917,6490012,0.4836825269,5977547,1058792,1
4960854,788838,115385,3920027,11849917,5730802,0.4836153705,5168757,249284,0
