Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,"Participación en las ganancias (pérdidas) de subsidiarias, asociadas y negocios conjuntos que se contabilicen utilizando el método de la participación","Ganancia (pérdida), antes de impuestos",Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida)
157901,901313608,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,3,,1001125,3464,,-1004586,145167,5664023,,-6023482,,-6023482,,-6023482
157901,901313608,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,0,,0,0,,0,0,0,,0,,0,,0
157914,900305092,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4042688,3526697,515991,33931,,470296,46779,,32847,57652,75068,,15431,73050,-57619,,-57619
157914,900305092,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3924252,3384841,539411,32677,,506136,,,65952,24917,331504,,-240635,125144,-365779,,-365779
157921,900467440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,415881,0,415881,6921,0,68197,165827,,188778,31,3074,,199390,8494,190896,,190896
157921,900467440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1153620,,1153620,575,,106651,484094,,563450,,,,563450,20591,542859,,542859
157946,800161633,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,125773028,398846,125374182,15955694,5713921,28735560,4562313,,102318082,,,,102318082,1463732,100854350,,100854350
157946,800161633,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,143778246,2712545,141065701,0,4174125,32804683,7707308,,96379585,,2435387,,93944198,5227531,88716667,,88716667
157947,890320240,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,56488470,40284860,16203610,156398,10641006,5544973,567415,-10119,-403505,34486,971950,,-885472,-35994,-849478,0,-849478
157947,890320240,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,56525691,41057832,15467859,568222,8952623,5049148,632164,1000,1403146,135471,1034489,,822323,120878,701445,0,701445
157975,900074271,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8117761,3218568,4899193,431365,,1788316,642062,,2900180,,,,2900180,320755,2579425,,2579425
157975,900074271,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9132019,5389930,3742089,292689,,1179783,502877,,2352118,,,,2352118,262972,2089146,,2089146
157980,890907824,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,47466969,16328874,31138095,200778,2631604,8187624,693514,160093,19986224,373378,11168212,,9107943,3311398,5796545,,5796545
157980,890907824,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,44407638,14313964,30093674,602527,2484564,6450180,738635,-108777,20914045,249654,11086642,,12387881,-7198138,19586019,,19586019
158068,900641409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5798277,1860364,3937913,118035,0,3276385,0,0,779563,12306,505934,,285935,21893,264042,0,264042
158068,900641409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7390239,2423358,4966881,95027,0,3225062,0,,1836846,6369,703120,,1140095,655463,484632,0,484632
158076,811036723,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2056418,291600,1764818,2,,150994,35016,,1578810,356928,805854,,1004808,228671,776137,,776137
158076,811036723,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1965056,458878,1506178,214,,171400,39579,,1295413,205179,789680,,940957,108552,832405,,832405
158111,800237475,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,18255653,14441063,3814590,38040,0,3592273,133584,,126773,1337,42405,,85705,28055,57650,,57650
158111,800237475,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,12425441,8726225,3699216,157851,,2774597,353404,,729066,3252,376342,,355976,323453,32523,,32523
158117,900972709,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,0,,73444,,,-73444,,,,-73444,23566,-97010,,-97010
158117,900972709,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1178282,0,1178282,0,,22916,,,1155366,,,,1155366,388857,766509,,766509
158155,890914526,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,513880318,361999692,151880626,318391,84939208,41459824,9056894,-1091507,15651584,2224500,13982664,,9887088,3595245,6291843,,6291843
158155,890914526,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,505348975,353246039,152102936,1818373,83901849,38725220,10003931,-4544,21285765,1858802,12610898,,11658422,4812539,6845883,,6845883
158159,830038474,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,348623,,348623,122164,,477542,11888,,-18643,17536,413599,,-414706,5823,-420529,,-420529
158159,830038474,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,540874,,540874,320866,,537604,306134,,18002,94500,82717,,29785,13697,16088,,16088
158169,800200139,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,18340555,8893080,9447475,150734,4744661,3189326,527003,,1137219,,,,1137219,351774,785445,,785445
158169,800200139,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16598518,7650248,8948270,122496,4479947,2691362,599195,,1300262,,,,1300262,519173,781089,,781089
158216,800076835,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,277,0,1917,0,,-1640,0,0,,-125679,-14119,-111560,0,-111560
158216,800076835,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,0,2098,0,,-2098,0,0,,-120345,207468,-327813,0,-327813
158243,900616606,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,3,0,5725,0,,-5722,0,0,,-5722,147,-5869,,-5869
158243,900616606,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,886,0,4823,0,,-3937,0,0,,-3937,402,-4339,,-4339
158245,822003865,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13495816,9772628,3723188,9217,,2224388,179159,,1328858,10833,,,1339691,517287,822404,,822404
158245,822003865,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,27187410,23341941,3845469,6275,,1104277,560925,,2186542,9399,,,2195941,1184411,1011530,,1011530
158249,860528320,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,32148982,20632972,11516010,209002,4637118,3045870,968364,,3073660,150329,,,3223989,1059815,2164174,0,2164174
158249,860528320,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,31839218,22418400,9420818,36857,4009451,2606388,981536,0,1860300,146066,0,,2006366,865132,1141234,0,1141234
158269,830088759,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31049263,26174841,4874422,451154,142054,1722917,13788,,3446817,162487,47056,,3562248,1153407,2408841,,2408841
158269,830088759,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,22855295,19205264,3650031,386564,47928,1092310,10234,,2886123,,119622,,2766501,996903,1769598,,1769598
158279,830143509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,652471,0,16652,652095,,-16276,12,,,-16264,36112,-52376,,-52376
158279,830143509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2054592,2052759,1833,103663,0,29422,1724,,74350,183,,,74533,118556,-44023,,-44023
158286,811004145,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,18609,,18609,1146673,,160217,,,1005065,,309,,1004756,183950,820806,,820806
158286,811004145,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,18236,,18236,1,,104188,,,-85951,,25,,-85976,48589,-134565,,-134565
158290,900803328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,233355,,233355,0,,187371,50275,363482,359191,,,,359191,25921,333270,,333270
158290,900803328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2817241,,2817241,0,,151634,88683,-1046302,1530622,,,,1530622,34312,1496310,,1496310
158292,891101301,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,645052,,645052,15536,,2714578,31778,,-2085768,2383,352413,,-2435798,301874,-2737672,3096575,358903
158292,891101301,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,697788,,697788,216868,,486749,20452,,407455,3131,193377,,219417,170690,48727,,48727
158303,900156496,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9960545,7834169,2126376,59646,,1281753,28119,,876150,19074,,,895224,313371,581853,,581853
158303,900156496,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,14750080,12385997,2364083,24408,,970526,38940,,1379025,31,,,1379056,504909,874147,,874147
158304,900276886,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2280321,1560944,719377,0,0,266715,388378,,64284,23533,0,,87817,35477,52340,0,52340
158304,900276886,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2366741,1568040,798701,0,0,227369,466638,,104694,1437748,0,,1542442,193527,1348915,0,1348915
158338,900488773,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2840240,1140678,1699562,10856,1161115,405972,65000,,78331,5840,,,84171,41763,42408,,42408
158338,900488773,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2782516,1032342,1750174,3013,1141459,405258,59466,,147004,5503,,,152507,62982,89525,,89525
158380,811012403,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,12370342,9612975,2757367,480642,1357565,1354939,200859,,324646,6572,454843,,-93968,-328080,234112,,234112
158380,811012403,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15298716,12061188,3237528,248733,1471703,1147358,254955,,612245,2589,538972,,69502,28930,40572,,40572
158391,900695903,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,0,30581,0,,-30581,0,0,,5845835,12872,5832963,0,5832963
158391,900695903,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,0,31168,1,,-31169,0,0,,3871167,25122,3846045,0,3846045
158401,901019042,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,0,6401,0,0,-6401,0,0,,-6401,57,-6458,0,-6458
158401,901019042,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,0,0,0,0,0,0,143,,-143,149,-292,0,-292
158406,802020619,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8620881,7338203,1282678,2027,9116,237816,4701,0,1033072,13236,263832,,782476,264602,517874,,517874
158406,802020619,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1055012,849285,205727,11135,56971,65411,36925,,57555,0,0,,57555,18993,38562,0,38562
158493,900542770,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1321974,0,1321974,600589,,4231573,,,-2309010,,106792,,-2415802,43220,-2459022,,-2459022
158493,900542770,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,503285,0,503285,733839,,2689473,,,-1452349,,63874,,-1516223,52962,-1569185,,-1569185
158494,860530304,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13074536,10619514,2455022,21944,0,3151607,551255,563578,-662318,1186367,5018965,,189450,268568,-79118,0,-79118
158494,860530304,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13190492,7716621,5473871,91443,0,2811282,774798,232937,2212171,723576,6735391,,-3167645,260264,-3427909,0,-3427909
158521,804005914,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,28580404,23696378,4884026,32864,1409462,2066289,606555,,834584,503745,1319938,,18391,6069,12322,,12322
158521,804005914,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,53930176,44881903,9048273,37456,2560018,2842676,854815,,2828220,933320,3426303,,335237,110629,224608,,224608
158526,800051659,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5813537,3908697,1904840,10736,,873062,100998,,941516,,,,1226579,6835,1219744,,1219744
158526,800051659,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,110264,1789854,-1679590,12123,,835327,113560,,-2616354,,,,-2383905,43515,-2427420,,-2427420
158529,900061274,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,569386,,569386,759321,,1729269,92781,,-493343,,,,-493343,66121,-559464,,-559464
158529,900061274,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,126250,,126250,570423,,387549,2238,,306886,,471,,306415,1023135,-716720,,-716720
158539,900561688,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,22337628,20454392,1883236,22789,0,233130,0,,1672895,0,204409,,1468486,539801,928685,0,928685
158539,900561688,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,19292218,17739887,1552331,16474,0,785789,0,,783016,1602,174935,,609683,432210,177473,0,177473
158546,800061409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10678344,8930331,1748013,446062,0,999686,29211,,1165178,137,175031,,990284,359590,630694,,630694
158546,800061409,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9609561,7255565,2353996,58408,0,1158820,113252,,1140332,135,249751,,890716,356140,534576,,534576
158558,900559513,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,3125,,118072,221748,,-336695,164598,,,-60274,-16304,-43970,,-43970
158558,900559513,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,155437,,181348,122826,,-148737,117808,0,,-30929,132052,-162981,,-162981
158572,830095632,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,0,109106,4880,,-113986,0,66256,,-180242,29441,-209683,0,-209683
158572,830095632,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,666648,0,666648,3032421,0,353770,0,,3345299,0,254032,,3091267,30593,3060674,0,3060674
158577,830128043,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,198138,,198138,937989,0,419689,,,716438,,110366,,606072,7927,598145,,598145
158577,830128043,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,421029,0,421029,243480,0,249271,,,415238,,159398,,255840,34822,221018,,221018
158607,830142201,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,24252159,,24252159,162189,,23666328,365533,,382487,206601,395628,,991865,133033,858832,,858832
158607,830142201,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,20646017,,20646017,925409,,19291186,1761197,,519043,8700,63533,,464210,802955,-338745,,-338745
158612,900182860,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7107188,6004009,1103179,0,,581012,14439,,507728,,3790,,503938,178621,325317,,325317
158612,900182860,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,10226790,7711473,2515317,0,,407385,29842,,2078090,,20487,,2057603,686764,1370839,,1370839
158673,900331172,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2542154,,2542154,9584,2109325,220119,,,222294,,32891,,189403,,189403,,189403
158673,900331172,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2541194,,2541194,254,1991268,203686,,,346494,,14370,,332124,,332124,,332124
158696,892201114,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,71082375,60717885,10364490,2107714,4191306,1534431,328479,,6417988,,1013777,,5404211,1303200,4101011,,4101011
158696,892201114,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,62899485,53674209,9225276,2042388,3764108,1436840,1644248,,4422468,,,,4422468,1198365,3224103,,3224103
158702,891102601,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,54414534,46119920,8294614,352382,7668042,333934,,,645020,4453,111245,,583808,230419,353389,,353389
158702,891102601,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,60308094,51259955,9048139,389496,8451854,408841,,,576940,209,190096,,408564,175712,232852,,232852
158711,900166615,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9290564,591579,8698985,283057,1229921,7364205,78311,,309605,325830,158828,,476607,-241143,717750,,717750
158711,900166615,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,10994570,787683,10206887,157102,8602720,2278979,251668,,-769378,369673,230944,,-630649,50911,-681560,,-681560
158769,860520304,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,118233,,118233,1470690,,3737446,13249,,-2161772,216678,1334,,-1946428,-233144,-1713284,,-1713284
158769,860520304,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,272256,,272256,991549,,293240,1131869,,-161304,237735,1265,,75166,108062,-32896,,-32896
158773,900702970,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,1604,,177710,2522,,-178628,493206,,,314578,115854,198724,,198724
158773,900702970,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,11808,,11808,153826,,30816,70175,,64643,6643,,,71286,50875,20411,,20411
158828,900327528,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,20505754,15549181,4956573,23994,0,3605096,332270,0,1043201,86051,124565,,1004687,481068,523619,0,523619
158828,900327528,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,26335829,19401372,6934457,7128,,2604088,358997,,3978500,13037,368460,,3623077,1331312,2291765,,2291765
158832,900868847,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1843,,1843,2,,9984,48,,-8187,113752,,,233775,36113,197662,,197662
158832,900868847,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,1,,17233,1,,-17233,3615,,,980122,94588,885534,,885534
158837,900596210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5673585,4884946,788639,39698,747360,,231405,,-150428,1345935,39919,,1155588,482448,673140,0,673140
158837,900596210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9288723,8181116,1107607,561748,684749,,27040,,957566,0,76169,,881397,310584,570813,0,570813
158847,900919916,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,6,,11168,330,,-11492,,,,-11492,1569,-13061,,-13061
158847,900919916,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,135392,,135392,436,,12451,628,,122749,,,,122749,2437,120312,,120312
158919,830002469,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4060060,2889681,1170379,44523,,451625,,,763277,619,463741,,300155,99051,201104,,201104
158919,830002469,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1572757,840952,731805,58375,,180027,,,610153,103,513293,,96963,31998,64965,,64965
158924,800240922,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3301378,,3301378,166842,,139655,343,,3328222,,10599,,3317623,112994,3204629,,3204629
158924,800240922,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3114826,,3114826,3,,124285,,,2990544,,3078,,2994719,102109,2892610,,2892610
158951,890500705,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8347969,5610602,2737367,0,691909,1154597,0,561134,1451995,,400218,,1235525,343137,892388,,892388
158951,890500705,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7801449,4952991,2848458,323248,642408,1069075,,,1460223,,507062,,953161,148984,804177,,804177
158958,860001074,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,20729483,18646535,2082948,827521,,2152091,238762,,519616,143669,190960,,472325,1172702,-700377,,-700377
158958,860001074,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7992027,6263085,1728942,1205190,,718363,221235,,1994534,4093,9440,,1989187,768675,1220512,,1220512
158967,900324429,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,756870,0,756870,0,,316332,564,,439974,295,44093,,452089,168223,283866,,283866
158967,900324429,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1088175,0,1088175,1,,110493,86758,,890925,299,93019,,1357340,349963,1007377,,1007377
159010,832004501,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,18064881,17474252,590629,41876,,1554721,1409786,,-2332002,103,101261,,-2422655,40848,-2463503,,-2463503
159010,832004501,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,21611471,19932652,1678819,74375,,1671532,333751,,-252089,2866,175152,,-409071,110025,-519096,,-519096
159013,860008547,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,68959669,59691629,9268040,2870142,1601000,1449851,5918204,-256174,2912953,180404,1931688,,863601,109256,754345,,754345
159013,860008547,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,60892096,54787892,6104204,1346332,1441161,1225026,3977920,,806429,1567755,1639175,,2578546,253561,2324985,,2324985
