Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente","Activos biológicos corrientes, al costo menos depreciación acumulada y deterioro de valor","Activos biológicos corrientes, al valor razonable",Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,"Propiedades, planta y equipo",Propiedades de inversión al costo menos depreciación acumulada y deterioro,Propiedades de inversión a valor razonable con cambios en resultados,Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones en subsidiarias,Inversiones en asociadas,Inversiones en negocios conjuntos,"Activos biológicos no corrientes, al costo menos depreciación acumulada y deterioro del valor","Activos biológicos no corrientes, al valor razonable",Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Préstamos corrientes,Parte corriente de préstamos no corrientes,Otros pasivos no financieros corrientes,Total pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Parte no corriente de préstamos no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
154727,900164346,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,93924,23821990,7609822,,,,,,,,,31525736,199634,,,,,,,12850269,,,,,135959,,,,,13185862,44711598,,,,1585289,335643,,,,,,,1920932,,,,4480928,1260,,,,,4482188,6403120,574000,,,,3491513,,287000,33955965,38308478,44711598
154733,900809003,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,20062,,,,,,,,,,,20062,,,,,,,28759735,,,,2144116,,,,,,,30903851,30923913,,,,1765,,,,,,,,1765,,,,22846462,2675691,,,,,25522153,25523918,350000,,,,,,,5049995,5399995,30923913
154733,900809003,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,20670,,,,,,,,,,,20670,,,,,,,184127,,,,16373283,,,,,,,16557410,16578080,,,,1765,3530,,,,,,,5295,,,,16854354,,,,,,16854354,16859649,350000,,,,,,,-631569,-281569,16578080
154752,900537423,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,119428,3156806,,132537,,,,,,,,3408771,251809,,691650,,,24737026,,,,,39334421,,99573,,,,,65114479,68523250,,,,165810,3065629,,,,10251,,,3241690,,,,5620252,504579,,,,91490,6216321,9458011,4100000,,,,,1423180,1577312,51964747,59065239,68523250
154752,900537423,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,33420,2972229,,123377,,,,,,,,3129026,50097,,684625,,,34308027,,,,,4375720,,7795,,,,,39426264,42555290,,,,115946,100242,,,,14629,,,230817,,,,5056002,135575,,,,2424,5194001,5424818,4100000,,,,,1376696,1180826,30472950,37130472,42555290
154796,800152208,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4222539,47400087,45426989,1284933,,,,25941957,,,,124276505,7716622,,,,1242302,490239,978647,775834,,,45354502,,4518020,,467155,,,61543321,185819826,1157882,,1157882,13960263,9162822,,,,13147242,,,37428209,,,,31244077,490790,,72092589,,1966623,105794079,143222288,6727270,19248909,,,,,6009380,10611979,42597538,185819826
154796,800152208,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,7344999,65947856,45846651,1320989,,,,24908111,,,,145368606,8736207,,,,1242302,490239,968531,775835,,,39765130,,,,,,,51978244,197346850,3378136,,3378136,40898494,10063334,23000939,23000939,,15293948,,,92634851,,,,6496932,89789,,49664666,,2020120,58271507,150906358,6727270,19248909,,,,,6009380,14454933,46440492,197346850
154808,900174390,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2403,,,,,,,,,,,2403,238342,3951000,,,,,698166,,,,,,,,,3935444,,8822952,8825355,,,,4778,35903,,,,,,,40681,,,,901437,,,,,322003,1223440,1264121,51100,147783,,,,,25550,7336801,7561234,8825355
154808,900174390,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,628,,,501,,,,3934209,,,,3935338,238342,3951000,,,,,7443823,,,,,,,,,,,11633165,15568503,,,,2387,,,,,,,,2387,,,,844412,,,,,46593,891005,893392,51100,147783,,,,,6002937,8473291,14675111,15568503
154812,900431728,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,7218,3564235,390542,20076,,,1933042,,,,,5915113,99255,,,,,,,,,,,,,,,,,99255,6014368,,,,250421,,,,,,,,250421,,,,867047,,,,,,867047,1117468,1950000,,,,,,76236,2870664,4896900,6014368
154812,900431728,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,503069,2447374,5885,141935,,,4389586,,,,,7487849,682171,,,,,,,,,,,,,,,,,682171,8170020,25705,,25705,1331953,148838,,,,,,,1506496,,,,1874246,,,,,,1874246,3380742,1950000,,,,,,76236,2763042,4789278,8170020
154817,900247608,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,33020,626156,,259775,,,,9776261,,,,10695212,7708273,,,,,,,,,,,,,,,,,7708273,18403485,,,,456001,37284,,,,607857,,,1101142,,,,,,,,,,,1101142,100000,,,,6232831,,220163,10749349,17302343,18403485
154817,900247608,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,113165,733681,,38632,,,,9356860,,,,10242338,5739262,,,,,,,,,,,,,,,,,5739262,15981600,,,,1026473,78470,,,,410611,,,1515554,,,,,,,,,,,1515554,100000,,,,7832991,,220163,6312892,14466046,15981600
154862,900229208,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,55570,411088,,5016,,,,4530,,,,476204,17918812,,,,3819,,,,,,,,,,,,,17922631,18398835,,,,1354483,151883,0,0,0,0,,,1506366,,,,6628065,,,623000,623000,,7251065,8757431,5010617,511196,,,,10652558,,-6532967,9641404,18398835
154862,900229208,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,145550,745560,,253779,,,286308,3887,,,,1435084,18151765,,,,328,,,,,,,,,,,,,18152093,19587177,,296,296,839882,369473,1607852,1607852,0,0,,,2817503,,,,,,,6797525,6797525,,6797525,9615028,5010617,511196,,,,10652558,,-6202222,9972149,19587177
154881,860003057,6/30/2019,50 NIIF Pymes - Separados,Periodo Actual,466218,876341,,,,,8804675,25119,,,,10172353,31997897,,,,,,,,,,,,83308,,91939,,,32173144,42345497,491,,491,1327949,162397,,,,51221,,,1542058,340344,,340344,,554897,,,,,895241,2437299,37110890,,,,,,1700726,1096582,39908198,42345497
154881,860003057,6/30/2019,50 NIIF Pymes - Separados,Periodo Anterior,441539,406262,,,,,8809692,,,,,9657493,32121379,,,,,,,,,,,,83308,,91939,,,32296626,41954119,1014,,1014,104824,251907,,,,51221,,,408966,340344,,340344,,554897,,,,,895241,1304207,37110890,,,,,,1262614,2276408,40649912,41954119
154885,860003057,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,298297,459978,,198055,,,9129411,,,,,10085741,31877033,,,,,,,,,,,,215186,,91939,,,32184158,42269899,1056,,1056,185689,58460,,,,51221,,,296426,341260,,341260,,664342,,,,,1005602,1302028,37110890,,,,,,1700726,2156255,40967871,42269899
154885,860003057,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,466218,876341,,,,,8804675,25119,,,,10172353,31997897,,,,,,,,,,,,83308,,91939,,,32173144,42345497,491,,491,1327949,162397,,,,51221,,,1542058,340344,,340344,,554897,,,,,895241,2437299,37110890,,,,,,1700726,1096582,39908198,42345497
154889,811022908,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,453174,14134250,2824681,2270076,,,4822186,,,,,24504367,10595772,,,,253006,,,,,,,,395144,,,,,11243922,35748289,,,,3066808,3756041,17005,,17005,641068,,,7480922,,,,109723,1027463,,18794896,18794896,,19932082,27413004,1000000,,,,2415882,,522419,4396984,8335285,35748289
154889,811022908,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,374853,7990650,1609180,1295589,,,161599,,,,,11431871,11444715,,,,260750,,,,,,,,435755,,,,,12141220,23573091,,,,1662554,2132146,14385,,14385,217717,,,4026802,,,,489898,623772,,12731584,12731584,,13845254,17872056,1000000,,,,2415882,,522419,1762734,5701035,23573091
154920,890916946,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,198825,321,,7752,,,,,,,,206898,105163,1015080,,,,,10397225,,,,175397,,22998,,5074570,,,16790433,16997331,16058,,16058,948,,,,,21047,,,38053,,,,3186695,101021,,,,12711,3300427,3338480,32500,870909,,,,,21129,12734313,13658851,16997331
154920,890916946,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,37870,5910,,,,,,,,,,43780,158058,1035200,,,,,10397225,,,,153526,,9277,,3946962,,,15700248,15744028,16641,,16641,1178,8810,,,,34608,,,61237,,,,3268092,99835,,,,14393,3382320,3443557,32500,870909,,,,,21129,11375933,12300471,15744028
155005,890929080,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2086589,67563,,150448,,,,,,,,2304600,4727903,,129710701,,1106293,,2939240,,,,,,838074,,,4548091,,143870302,146174902,35826,,35826,36091,265600,876924,,876924,2910,,,1217351,,,,,10898178,,9857119,9857119,,20755297,21972648,1290000,15210000,,,,299110,625000,106778144,124202254,146174902
155005,890929080,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,596636,489685,,245511,,,,,,,,1331832,4786408,,129710701,,1925012,,2939240,,,,,,836534,,,4548091,,144745986,146077818,12164,354957,367121,794328,79489,812958,,812958,148237,,,2202133,,,,,10779759,,10768324,10768324,,21548083,23750216,1250000,13750000,,,,302982,625000,106399620,122327602,146077818
155077,900568494,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1010512,802,,,,,,,,,,1011314,,5399385,,,,,20514470,,,,,,,,,6588944,,32502799,33514113,,,,7665983,16123,,,,,,,7682106,,,,,,,,,,,7682106,10000,,,,,,11791598,14030409,25832007,33514113
155077,900568494,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,5899001,802,,,,,,,,,,5899803,,,,,,,20315319,,,,,,,,,4619528,,24934847,30834650,,,,5645964,58762,,,,,,,5704726,,,,,,,,,,,5704726,10000,,,,,,11790336,13329588,25129924,30834650
155087,900616308,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4465246,3169993,,,,,1934791,,,,,9570030,46407623,,,,,900739,,,,,,,,,,,,47308362,56878392,86963,6145369,6232332,11196795,348226,,,,,,,17777353,,1606927,1606927,,,,,,,1606927,19384280,35519452,29844505,,,,,,-27869845,37494112,56878392
155087,900616308,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3258984,2291867,,,,,,1077741,,,,6628592,48074970,,,,979,710200,,,,,,,,,,,,48786149,55414741,71965,5032499,5104464,303812,400390,,,,,,,5808666,,1332728,1332728,11080337,,,,,,12413065,18221731,35519452,29844505,,,,,,-28170947,37193010,55414741
155098,830096151,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1436695,136162,3211,,,766541,13523911,,,,,15866520,14361391,,1919000,,,7826878,28431,,1807720,40231,1076071,,573080,,,,,27632802,43499322,86091,,86091,9919,16394,,,,,,,112404,1418497,2479,1420976,,1535749,,,,,2956725,3069129,497491,11566377,,,8188622,4335335,704994,15137374,40430193,43499322
155098,830096151,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1363278,232926,9241,,,727440,13537445,,,,,15870330,14327983,,1919000,,,6185578,28431,,2151881,38403,1364225,,643963,,,,,26659464,42529794,92845,,92845,4824,243001,,,,,,,340670,1371657,990,1372647,,1428629,,,,,2801276,3141946,497491,11566377,,,8188622,4335335,,14800023,39387848,42529794
155116,900538804,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,32213,0,580432,1758,,,,,,,,614403,904485,,1100000,,,611979,,,,,4433322,,423928,,,,,7473714,8088117,43086,,43086,36647,4209,,,,0,,0,83942,,7011,7011,7723188,,,0,,,7730199,7814141,200000,,,,2042747,,,-1968771,273976,8088117
155116,900538804,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,39169,1137259,580432,3672,,,,,,,,1760532,1028311,,0,,,1180369,,,,,4475499,,264679,,,,,6948858,8709390,37291,,37291,51809,11421,,,,379,,0,100900,,0,0,6811312,0,,0,,,6811312,6912212,200000,,,,2042747,,,-445569,1797178,8709390
155123,900326943,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,410766,205031,,200,92351,,,8240,,,,716588,9621016,,,,,,,702057,,,,,,,43081,,,10366154,11082742,50216,,50216,102796,22944,5496,5496,,4462,,,185914,0,,0,,844363,,762600,762600,,1606963,1792877,300000,,,,,8323099,9703,657063,9289865,11082742
155123,900326943,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,363218,465548,,3373,71985,,,1673,,,,905797,9614187,,214923,,,,,,,,,,12060,,399381,,,10240551,11146348,46496,,46496,18953,,7631,7631,,214923,,,288003,,,,,839614,,1041774,1041774,,1881388,2169391,300000,,,,,8323099,9703,344155,8976957,11146348
155143,900483028,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,167448,2159574,1236962,52994,,,,3073,,,,3620051,485261,,,,,,165913,,,,378486,,,,,,,1029660,4649711,90906,,90906,2314763,76876,340226,340226,,,,,2822771,,,,,,,233733,233733,,233733,3056504,500000,,,,59311,,138702,895194,1593207,4649711
155143,900483028,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,221725,1821710,753908,,,,,,,,,2797343,333772,,,,,,100000,,,,540967,,,,,,,974739,3772082,75108,,75108,1620996,105508,273777,273777,,,,,2075389,,,,,,,359674,359674,,359674,2435063,500000,,,,,,116608,720411,1337019,3772082
155228,860004130,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,30169,,,13372,,,,981347,,,,1024888,6760,6249776,,,,,,,,,,,29998,,,12698320,,18984854,20009742,17656,,17656,140834,6945,,,,4484,,,169919,4416,,4416,229256,565322,12760,,,154173,965927,1135846,162498,921502,,,,,2731988,15057908,18873896,20009742
155228,860004130,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,118040,,,17093,,,,886699,,,,1021832,,6249776,,,,,,,,,,,29998,,,11938132,,18217906,19239738,2977,,2977,123133,33326,,,,3177,,,162613,4416,,4416,229256,565322,12760,,,154173,965927,1128540,162498,921502,,,,,1928021,15099177,18111198,19239738
155248,830125837,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,107838,5069580,,,,,137877,,,,,5315295,386070,,,,75520,,,,,,,,,,,,,461590,5776885,,,,1927222,22870,1980913,1980913,,786855,,,4717860,,,,,6909,,166501,166501,,173410,4891270,1200000,,,,,,184752,-499137,885615,5776885
155248,830125837,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,154078,5354604,,,,,152982,,,,,5661664,414527,,,,59530,,,,,,,,,,,,,474057,6135721,,,,1752944,25835,2086978,2086978,,1257224,,,5122981,,,,,11892,,,,,11892,5134873,1200000,,,,,,184752,-383904,1000848,6135721
155267,900083408,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1161021,25536532,19846061,2598867,,,,,,,,49142481,4829412,,,,,397920,,,,,,,308628,,,,,5535960,54678441,,,,19265630,816730,15565328,15565328,,,,,35647688,,,,7822371,,,2710106,2710106,,10532477,46180165,4320000,1100000,,,,,2306950,771326,8498276,54678441
155267,900083408,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,688158,21279698,18836334,2151448,,,,,,,,42955638,4966377,,,,,365990,,,,,,,319242,,,,,5651609,48607247,,,,20267897,182129,11529465,11529465,,,,,31979491,,,,6342371,,,2750125,2750125,,9092496,41071987,4320000,1100000,,,,,2190413,-75153,7535260,48607247
155301,800049711,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,31657,240531,,31811,,,,,,,,303999,8914279,,,,,,6394544,,,57423,79809,,,,,,,15446055,15750054,,,,1005,5527,,,,,,,6532,,,,,1499442,,,,,1499442,1505974,1000,,,,,3752697,0,10490383,14244080,15750054
155301,800049711,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,503,250582,,45032,,,,,,,,296117,8943004,,,,,,6327045,,,58130,79809,,,,,,,15407988,15704105,,,,1951,0,,,,,,,1951,,,,,1530564,11806,,,,1542370,1544321,1000,,,,,3752697,0,10406087,14159784,15704105
155329,900257498,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,6722,21525,,,,,6114,,,,,34361,123519,4257228,,,,,722775,,,,,,716,,2966036,,,8070274,8104635,2906,,2906,92424,16295,,,,,,,111625,,,,,234564,,,,,234564,346189,6801,2805309,,,,,,4946336,7758446,8104635
155329,900257498,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3540,89098,,,,,5265,,,,,97903,64106,4320898,,,,,722775,,,,,,310746,,2966036,,,8384561,8482464,2759,,2759,73989,40362,,,,,,,117110,,,,,540779,,,,,540779,657889,6801,2805309,,,,,,5012465,7824575,8482464
155333,900258151,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,150489,84324,,,,,3172,,,,,237985,24881,4069601,,,,,413603,,,,,,314,,2966035,,,7474434,7712419,2378,,2378,336,17115,,,,,,,19829,,,,,221593,,,,,221593,241422,6801,2560103,,,,,,4904093,7470997,7712419
155333,900258151,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,24503,180298,,,,,3465,,,,,208266,37881,4131615,,,,,413603,,,,,,304490,,2966035,,,7853624,8061890,1922,,1922,9379,27271,,,,,,,38572,,,,,521136,,,,,521136,559708,6801,2560103,,,,,,4935278,7502182,8061890
155378,811037630,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,138590,41712,,,,,,,,,,180302,2029984,,,,,,1634650,,,,122174,,,,36710,,,3823518,4003820,,,,1250,83634,,,,,,,84884,,,,,276400,,,,,276400,361284,95001,2054999,,,,59997,83826,1348713,3642536,4003820
155378,811037630,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,105760,38877,,,,,,,,,,144637,2052948,,,,,,1793394,,,,20340,,,,36711,,,3903393,4048030,,,,9830,85670,,,,,,,95500,,,,,255617,,86085,86085,,341702,437202,95001,2054999,,,,59997,83826,1317005,3610828,4048030
155402,860000637,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,221142,924305,,38715,,,,,,,,1184162,33521,,,,,,50000,,,,,,138131,,5500000,5684683,,11406335,12590497,39886,,39886,7610,510504,,,,,,,558000,,,,,56870,,,,,56870,614870,3000000,,,,422714,,1500000,7052913,11975627,12590497
155402,860000637,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,769251,919121,,66735,,,,,,,,1755107,36622,,,,4759480,,10000,,,,,,130451,,5500000,528029,,10964582,12719689,38767,,38767,8387,108948,,,,,,,156102,,,,,50536,,,,,50536,206638,3000000,,,,422714,4759480,1500000,2830857,12513051,12719689
155416,800133562,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4967914,8148899,4056513,1651712,,,160942,,,,,18985980,3576964,,,,27903,,,,,,,,327069,,,,,3931936,22917916,370852,,370852,7649149,880661,,,,,,,8900662,,,,384264,314647,,,,1289314,1988225,10888887,1100000,,,,,,550000,10379029,12029029,22917916
155416,800133562,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,12850856,10881285,1776030,217177,,,119760,,,,,25845108,3683065,,,,25244,,,,,,,,,,,,,3708309,29553417,374178,,374178,5944448,587557,1567419,,,5348,,,8478950,,,,2318457,151616,,,,6637966,9108039,17586989,1100000,,,,,,550000,10316428,11966428,29553417
155431,900451010,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,767598,51883224,,1275255,,,,1197477,,,,55123554,10682480,,,340360,,9674563,,,,,,,32530,,,,,20729933,75853487,3802268,,3802268,6522178,11552822,,,,896018,,,22773286,,,,,427003,,2850896,2850896,,3277899,26051185,50000,,,,,,25000,49727302,49802302,75853487
155431,900451010,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,548623,33507806,,116301,,,,1656744,,,,35829474,9909595,,,340360,,8180617,,,,,,,32587,,,,,18463159,54292633,2891779,,2891779,12370656,6850923,,,,1072481,,,23185839,,,,,361963,,1312788,1312788,,1674751,24860590,50000,,,,,,25000,29357043,29432043,54292633
155439,900205514,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,182608,824004,13509588,116035,,,,,,,,14632235,656717,,,,,,150755,,,,,,35039,,,,,842511,15474746,69223,,69223,696256,199395,4134885,4134885,,,,,5099759,,,,8305516,,,1012592,1012592,,9318108,14417867,530689,,,,,,44534,481656,1056879,15474746
155439,900205514,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,95368,1013759,17577897,165669,,,,,,,,18852693,356240,,,,,,177736,,,,,,30278,,,,,564254,19416947,72079,,72079,1618182,64570,5811664,5811664,,,,,7566495,,,,9769917,,,1370000,1370000,,11139917,18706412,530689,,,,,,29499,150347,710535,19416947
155577,804000601,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,867507,5160816,1090402,3332688,,,107538,,,,,10558951,95313784,,,,,19494019,,,,,101716,,,,,1500,,114911019,125469970,798636,,798636,3888495,807693,1268369,,1268369,,,,6763193,90219,,90219,1040711,57105,,5525234,5525234,,6713269,13476462,3739553,9353866,60617,,4523994,,22209862,72226850,111993508,125469970
155577,804000601,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,709892,4872714,953735,2852233,,,134749,,,,,9523323,95559925,,,,,19458382,,,,,66919,,,,,1500,,115086726,124610049,684281,,684281,3876040,964699,15685,,15685,,,,5540705,88912,,88912,1344920,45342,,6948340,6948340,,8427514,13968219,3537856,7538593,60617,,5511674,,22042979,72071345,110641830,124610049
155611,800101822,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,33370,2572710,,311465,,,2714,,,,,2920259,12252947,,1144448,,,,,,162999,6263306,,,,,7143556,,,26967256,29887515,587199,,587199,2152309,29225,1982283,1982283,,722602,,,5473618,,,,697646,3668195,,2187375,2187375,1362486,7915702,13389320,32000,,,,,,16000,16450195,16498195,29887515
155611,800101822,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,104079,2364188,804766,311231,,,2714,,,,,3586978,11293924,,1144447,,,,,,160658,5408797,,,,,7125424,,,25133250,28720228,322000,,322000,1528517,87701,893977,893977,,730750,,,3562945,,,,1404637,3548094,,3642611,3642611,1349068,9944410,13507355,32000,,,,,,16000,15164873,15212873,28720228
155612,800211401,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,9245579,41173464,,4507178,,,,297126,,,,55223347,10758578,,,,2552790,,,,,,,,,,,,,13311368,68534715,14623218,623458,15246676,8460455,7735913,3147380,3147380,,,,,34590424,,,,,,,,,4269983,4269983,38860407,1245700,,,,,,1241962,27186646,29674308,68534715
155612,800211401,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,8765461,26461413,,4129579,,,,321135,,,,39677588,8251020,,,,1514840,,,,,,,,,,,,,9765860,49443448,14073425,457427,14530852,7050782,4520544,2401178,2401178,,,,,28503356,,,,,,,,,2282535,2282535,30785891,1245700,,,,,,1241962,16169895,18657557,49443448
155620,900163101,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,553867,1329814,4013902,,,,,,,,,5897583,51366,,,,,,,,,,,,,,,,,51366,5948949,10452,,10452,3304,,27332,27332,,889026,,,930114,,,,,,,409050,409050,3016839,3425889,4356003,1000000,,,,,,70346,522600,1592946,5948949
155620,900163101,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,653544,503974,3213948,,,,,,,,,4371466,,,,,,,,,,,,,,,,,,73984,4445450,3860,,3860,40407,,45904,45904,,803229,,,893400,,,,,,,183817,183817,1801001,1984818,2878218,1000000,,,,,,67640,499592,1567232,4445450
155625,900389943,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1401,1737410,2606428,,,,34780,,,,,4380019,142020,,,,,,,,,,,,,,,,,142020,4522039,14385,,14385,563220,54204,469800,469800,,107524,,,1209133,,,,,,,600000,,,600000,1809133,800000,,,,,,191290,1721616,2712906,4522039
155625,900389943,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,4526,189744,2345030,,,,,,,,,2539300,149260,,,,,,,,,,,,,,,,,149260,2688560,10666,,10666,23300,,,,,,,,33966,,,,,,,,,,,33966,800000,,,,,,185459,1669135,2654594,2688560
155632,900191623,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,196840,,,7052,,,,,,,,203892,,,,,,16184980,,,,,,,,,2498,,,16187478,16391370,,,,11163,958,,,,,,,12121,,,,,1007629,,,,,1007629,1019750,641316,,,,,,2507956,12222348,15371620,16391370
155632,900191623,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,255810,,,2488,,,,,,,,258298,,,,,,12536510,,,,,,,,,2990,,,12539500,12797798,,,,181,3064,,,,,,,3245,,,,,662684,,,,,662684,665929,641316,,,,,,2089881,9400672,12131869,12797798
155639,830005407,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,533686,1655089,97115,,,,249720,,,,,2535610,4509359,,,,,,,,,,,,318726,,,,,4828085,7363695,118570,,118570,157994,36876,238,238,,27322,,,341000,,,,,443170,,,,325291,768461,1109461,186160,,,,,913840,93080,5061154,6254234,7363695
155639,830005407,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,915002,1751225,106926,,,,228123,,,,,3001276,4429292,,,,,,,,,,,,271750,,,,,4701042,7702318,135250,30000,165250,112102,29774,77,77,,38432,,,345635,,,,,392209,,,,808505,1200714,1546349,186160,,,,,913840,93080,4962889,6155969,7702318
155668,832004104,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1843780,6634516,17923711,43829,,,,57086,,,,26502922,27566828,,,,661840,,,1336601,,,,,23867,,,,,29589136,56092058,,,,12533595,1348495,11054452,11054452,,578028,,,25514570,,540000,540000,,144915,,0,0,,684915,26199485,1980000,,,,,228205,989999,26694369,29892573,56092058
